motif_id,peak
M02019,chr10:23692607-23696721
M02038,chr10:23692607-23696721
M02062,chr10:23692607-23696721
M02073,chr10:23692607-23696721
M02084,chr10:23692607-23696721
M02267,chr10:23692607-23696721
M02371,chr10:23692607-23696721
M02774,chr10:23692607-23696721
M02789,chr10:23692607-23696721
M02835,chr10:23692607-23696721
M02878,chr10:23692607-23696721
M02893,chr10:23692607-23696721
M02939,chr10:23692607-23696721
M03155,chr10:23692607-23696721
M03560,chr10:23692607-23696721
M03794,chr10:23692607-23696721
M03829,chr10:23692607-23696721
M03857,chr10:23692607-23696721
M03888,chr10:23692607-23696721
M03905,chr10:23692607-23696721
M03930,chr10:23692607-23696721
M03955,chr10:23692607-23696721
M03964,chr10:23692607-23696721
M03975,chr10:23692607-23696721
M03976,chr10:23692607-23696721
M03988,chr10:23692607-23696721
M03989,chr10:23692607-23696721
M04003,chr10:23692607-23696721
M04056,chr10:23692607-23696721
M04099,chr10:23692607-23696721
M04100,chr10:23692607-23696721
M04106,chr10:23692607-23696721
M04107,chr10:23692607-23696721
M04108,chr10:23692607-23696721
M04431,chr10:23692607-23696721
M04432,chr10:23692607-23696721
M04630,chr10:23692607-23696721
M04633,chr10:23692607-23696721
M04729,chr10:23692607-23696721
M04924,chr10:23692607-23696721
M05489,chr10:23692607-23696721
M05603,chr10:23692607-23696721
M05713,chr10:23692607-23696721
M05714,chr10:23692607-23696721
M05946,chr10:23692607-23696721
M05962,chr10:23692607-23696721
M06019,chr10:23692607-23696721
M06021,chr10:23692607-23696721
M06042,chr10:23692607-23696721
M06043,chr10:23692607-23696721
M06044,chr10:23692607-23696721
M06048,chr10:23692607-23696721
M06049,chr10:23692607-23696721
M06051,chr10:23692607-23696721
M06084,chr10:23692607-23696721
M06946,chr10:23692607-23696721
M06950,chr10:23692607-23696721
M07046,chr10:23692607-23696721
M07088,chr10:23692607-23696721
M07089,chr10:23692607-23696721
M07124,chr10:23692607-23696721
M07128,chr10:23692607-23696721
M07207,chr10:23692607-23696721
M07242,chr10:23692607-23696721
M07260,chr10:23692607-23696721
M07276,chr10:23692607-23696721
M07284,chr10:23692607-23696721
M07292,chr10:23692607-23696721
M07305,chr10:23692607-23696721
M07344,chr10:23692607-23696721
M07345,chr10:23692607-23696721
M07351,chr10:23692607-23696721
M07357,chr10:23692607-23696721
M07382,chr10:23692607-23696721
M07411,chr10:23692607-23696721
M07433,chr10:23692607-23696721
M07604,chr10:23692607-23696721
M07605,chr10:23692607-23696721
M07968,chr10:23692607-23696721
M07969,chr10:23692607-23696721
M08008,chr10:23692607-23696721
M08281,chr10:23692607-23696721
M08282,chr10:23692607-23696721
M08283,chr10:23692607-23696721
M08284,chr10:23692607-23696721
M08285,chr10:23692607-23696721
M08289,chr10:23692607-23696721
M08445,chr10:23692607-23696721
M08468,chr10:23692607-23696721
M08469,chr10:23692607-23696721
M08470,chr10:23692607-23696721
M08471,chr10:23692607-23696721
M08472,chr10:23692607-23696721
M08481,chr10:23692607-23696721
M08487,chr10:23692607-23696721
M08510,chr10:23692607-23696721
M08574,chr10:23692607-23696721
M08637,chr10:23692607-23696721
M08656,chr10:23692607-23696721
M08741,chr10:23692607-23696721
M08766,chr10:23692607-23696721
M08785,chr10:23692607-23696721
M08792,chr10:23692607-23696721
M08793,chr10:23692607-23696721
M08794,chr10:23692607-23696721
M08835,chr10:23692607-23696721
M08865,chr10:23692607-23696721
M08866,chr10:23692607-23696721
M08880,chr10:23692607-23696721
M08881,chr10:23692607-23696721
M08899,chr10:23692607-23696721
M08902,chr10:23692607-23696721
M08913,chr10:23692607-23696721
M08948,chr10:23692607-23696721
M08975,chr10:23692607-23696721
M09275,chr10:23692607-23696721
M09598,chr10:23692607-23696721
M09608,chr10:23692607-23696721
M09613,chr10:23692607-23696721
M09653,chr10:23692607-23696721
M09679,chr10:23692607-23696721
M09685,chr10:23692607-23696721
M09885,chr10:23692607-23696721
M09907,chr10:23692607-23696721
M09920,chr10:23692607-23696721
M09949,chr10:23692607-23696721
M09975,chr10:23692607-23696721
M10052,chr10:23692607-23696721
M10053,chr10:23692607-23696721
M10091,chr10:23692607-23696721
M10198,chr10:23692607-23696721
M10222,chr10:23692607-23696721
M10234,chr10:23692607-23696721
M10262,chr10:23692607-23696721
M10281,chr10:23692607-23696721
M10348,chr10:23692607-23696721
M10360,chr10:23692607-23696721
M00011,chr10:26214555-26218678
M00078,chr10:26214555-26218678
M00079,chr10:26214555-26218678
M00080,chr10:26214555-26218678
M00081,chr10:26214555-26218678
M00082,chr10:26214555-26218678
M00086,chr10:26214555-26218678
M00087,chr10:26214555-26218678
M00088,chr10:26214555-26218678
M00141,chr10:26214555-26218678
M00261,chr10:26214555-26218678
M00271,chr10:26214555-26218678
M00448,chr10:26214555-26218678
M00616,chr10:26214555-26218678
M00639,chr10:26214555-26218678
M00679,chr10:26214555-26218678
M00731,chr10:26214555-26218678
M00751,chr10:26214555-26218678
M00769,chr10:26214555-26218678
M00771,chr10:26214555-26218678
M00805,chr10:26214555-26218678
M00971,chr10:26214555-26218678
M00975,chr10:26214555-26218678
M00977,chr10:26214555-26218678
M00978,chr10:26214555-26218678
M00984,chr10:26214555-26218678
M01014,chr10:26214555-26218678
M01022,chr10:26214555-26218678
M01037,chr10:26214555-26218678
M01079,chr10:26214555-26218678
M01080,chr10:26214555-26218678
M01169,chr10:26214555-26218678
M01208,chr10:26214555-26218678
M01231,chr10:26214555-26218678
M01262,chr10:26214555-26218678
M01596,chr10:26214555-26218678
M01657,chr10:26214555-26218678
M01658,chr10:26214555-26218678
M01704,chr10:26214555-26218678
M01752,chr10:26214555-26218678
M01809,chr10:26214555-26218678
M01856,chr10:26214555-26218678
M01871,chr10:26214555-26218678
M01892,chr10:26214555-26218678
M01985,chr10:26214555-26218678
M02002,chr10:26214555-26218678
M02019,chr10:26214555-26218678
M02038,chr10:26214555-26218678
M02062,chr10:26214555-26218678
M02073,chr10:26214555-26218678
M02084,chr10:26214555-26218678
M02267,chr10:26214555-26218678
M02371,chr10:26214555-26218678
M02774,chr10:26214555-26218678
M02789,chr10:26214555-26218678
M02835,chr10:26214555-26218678
M02878,chr10:26214555-26218678
M02893,chr10:26214555-26218678
M02939,chr10:26214555-26218678
M03155,chr10:26214555-26218678
M03560,chr10:26214555-26218678
M03794,chr10:26214555-26218678
M03829,chr10:26214555-26218678
M03857,chr10:26214555-26218678
M03888,chr10:26214555-26218678
M03905,chr10:26214555-26218678
M03930,chr10:26214555-26218678
M03955,chr10:26214555-26218678
M03964,chr10:26214555-26218678
M03975,chr10:26214555-26218678
M03976,chr10:26214555-26218678
M03988,chr10:26214555-26218678
M03989,chr10:26214555-26218678
M04003,chr10:26214555-26218678
M04056,chr10:26214555-26218678
M04099,chr10:26214555-26218678
M04100,chr10:26214555-26218678
M04106,chr10:26214555-26218678
M04107,chr10:26214555-26218678
M04108,chr10:26214555-26218678
M04431,chr10:26214555-26218678
M04432,chr10:26214555-26218678
M04630,chr10:26214555-26218678
M04633,chr10:26214555-26218678
M04729,chr10:26214555-26218678
M04924,chr10:26214555-26218678
M05489,chr10:26214555-26218678
M05603,chr10:26214555-26218678
M05713,chr10:26214555-26218678
M05714,chr10:26214555-26218678
M05946,chr10:26214555-26218678
M05962,chr10:26214555-26218678
M06019,chr10:26214555-26218678
M06021,chr10:26214555-26218678
M06042,chr10:26214555-26218678
M06043,chr10:26214555-26218678
M06044,chr10:26214555-26218678
M06048,chr10:26214555-26218678
M06049,chr10:26214555-26218678
M06051,chr10:26214555-26218678
M06084,chr10:26214555-26218678
M06946,chr10:26214555-26218678
M06950,chr10:26214555-26218678
M07046,chr10:26214555-26218678
M07088,chr10:26214555-26218678
M07089,chr10:26214555-26218678
M07124,chr10:26214555-26218678
M07128,chr10:26214555-26218678
M07207,chr10:26214555-26218678
M07242,chr10:26214555-26218678
M07260,chr10:26214555-26218678
M07276,chr10:26214555-26218678
M07284,chr10:26214555-26218678
M07292,chr10:26214555-26218678
M07305,chr10:26214555-26218678
M07344,chr10:26214555-26218678
M07345,chr10:26214555-26218678
M07351,chr10:26214555-26218678
M07357,chr10:26214555-26218678
M07382,chr10:26214555-26218678
M07411,chr10:26214555-26218678
M07433,chr10:26214555-26218678
M07604,chr10:26214555-26218678
M07605,chr10:26214555-26218678
M07968,chr10:26214555-26218678
M07969,chr10:26214555-26218678
M08008,chr10:26214555-26218678
M08281,chr10:26214555-26218678
M08282,chr10:26214555-26218678
M08283,chr10:26214555-26218678
M08284,chr10:26214555-26218678
M08285,chr10:26214555-26218678
M08289,chr10:26214555-26218678
M08445,chr10:26214555-26218678
M08468,chr10:26214555-26218678
M08469,chr10:26214555-26218678
M08470,chr10:26214555-26218678
M08471,chr10:26214555-26218678
M08472,chr10:26214555-26218678
M08481,chr10:26214555-26218678
M08487,chr10:26214555-26218678
M08510,chr10:26214555-26218678
M08574,chr10:26214555-26218678
M08637,chr10:26214555-26218678
M08656,chr10:26214555-26218678
M08741,chr10:26214555-26218678
M08766,chr10:26214555-26218678
M08785,chr10:26214555-26218678
M08792,chr10:26214555-26218678
M08793,chr10:26214555-26218678
M08794,chr10:26214555-26218678
M08835,chr10:26214555-26218678
M08865,chr10:26214555-26218678
M08866,chr10:26214555-26218678
M08880,chr10:26214555-26218678
M08881,chr10:26214555-26218678
M08899,chr10:26214555-26218678
M08902,chr10:26214555-26218678
M08913,chr10:26214555-26218678
M08948,chr10:26214555-26218678
M08975,chr10:26214555-26218678
M09275,chr10:26214555-26218678
M09598,chr10:26214555-26218678
M09608,chr10:26214555-26218678
M09613,chr10:26214555-26218678
M09653,chr10:26214555-26218678
M09679,chr10:26214555-26218678
M09685,chr10:26214555-26218678
M09885,chr10:26214555-26218678
M09907,chr10:26214555-26218678
M09920,chr10:26214555-26218678
M09949,chr10:26214555-26218678
M09975,chr10:26214555-26218678
M10052,chr10:26214555-26218678
M10053,chr10:26214555-26218678
M10091,chr10:26214555-26218678
M10198,chr10:26214555-26218678
M10222,chr10:26214555-26218678
M10234,chr10:26214555-26218678
M10262,chr10:26214555-26218678
M10281,chr10:26214555-26218678
M10348,chr10:26214555-26218678
M10360,chr10:26214555-26218678
M00011,chr10:65765010-65765365
M00078,chr10:65765010-65765365
M00079,chr10:65765010-65765365
M00080,chr10:65765010-65765365
M00081,chr10:65765010-65765365
M00082,chr10:65765010-65765365
M00086,chr10:65765010-65765365
M00087,chr10:65765010-65765365
M00088,chr10:65765010-65765365
M00141,chr10:65765010-65765365
M00261,chr10:65765010-65765365
M00616,chr10:65765010-65765365
M00639,chr10:65765010-65765365
M00679,chr10:65765010-65765365
M00805,chr10:65765010-65765365
M00975,chr10:65765010-65765365
M00978,chr10:65765010-65765365
M00984,chr10:65765010-65765365
M01014,chr10:65765010-65765365
M01022,chr10:65765010-65765365
M01169,chr10:65765010-65765365
M01231,chr10:65765010-65765365
M01262,chr10:65765010-65765365
M01348,chr10:65765010-65765365
M01658,chr10:65765010-65765365
M01856,chr10:65765010-65765365
M01892,chr10:65765010-65765365
M02002,chr10:65765010-65765365
M02019,chr10:65765010-65765365
M02371,chr10:65765010-65765365
M02774,chr10:65765010-65765365
M02878,chr10:65765010-65765365
M02893,chr10:65765010-65765365
M03155,chr10:65765010-65765365
M03794,chr10:65765010-65765365
M03829,chr10:65765010-65765365
M03857,chr10:65765010-65765365
M03888,chr10:65765010-65765365
M03955,chr10:65765010-65765365
M03975,chr10:65765010-65765365
M03988,chr10:65765010-65765365
M04003,chr10:65765010-65765365
M04056,chr10:65765010-65765365
M04107,chr10:65765010-65765365
M04108,chr10:65765010-65765365
M04431,chr10:65765010-65765365
M04432,chr10:65765010-65765365
M04630,chr10:65765010-65765365
M04633,chr10:65765010-65765365
M05603,chr10:65765010-65765365
M05962,chr10:65765010-65765365
M06021,chr10:65765010-65765365
M06043,chr10:65765010-65765365
M06044,chr10:65765010-65765365
M06048,chr10:65765010-65765365
M06946,chr10:65765010-65765365
M06950,chr10:65765010-65765365
M07046,chr10:65765010-65765365
M07089,chr10:65765010-65765365
M07124,chr10:65765010-65765365
M07128,chr10:65765010-65765365
M07242,chr10:65765010-65765365
M07260,chr10:65765010-65765365
M07276,chr10:65765010-65765365
M07284,chr10:65765010-65765365
M07344,chr10:65765010-65765365
M07357,chr10:65765010-65765365
M07411,chr10:65765010-65765365
M07433,chr10:65765010-65765365
M07604,chr10:65765010-65765365
M07605,chr10:65765010-65765365
M07968,chr10:65765010-65765365
M07969,chr10:65765010-65765365
M08008,chr10:65765010-65765365
M08282,chr10:65765010-65765365
M08284,chr10:65765010-65765365
M08285,chr10:65765010-65765365
M08445,chr10:65765010-65765365
M08468,chr10:65765010-65765365
M08469,chr10:65765010-65765365
M08470,chr10:65765010-65765365
M08471,chr10:65765010-65765365
M08481,chr10:65765010-65765365
M08510,chr10:65765010-65765365
M08637,chr10:65765010-65765365
M08656,chr10:65765010-65765365
M08741,chr10:65765010-65765365
M08785,chr10:65765010-65765365
M08835,chr10:65765010-65765365
M08866,chr10:65765010-65765365
M08899,chr10:65765010-65765365
M08902,chr10:65765010-65765365
M08948,chr10:65765010-65765365
M08975,chr10:65765010-65765365
M09275,chr10:65765010-65765365
M09608,chr10:65765010-65765365
M09613,chr10:65765010-65765365
M09653,chr10:65765010-65765365
M09685,chr10:65765010-65765365
M09920,chr10:65765010-65765365
M09975,chr10:65765010-65765365
M10052,chr10:65765010-65765365
M10053,chr10:65765010-65765365
M10091,chr10:65765010-65765365
M10281,chr10:65765010-65765365
M10360,chr10:65765010-65765365
M00011,chr10:84193966-84199380
M00078,chr10:84193966-84199380
M00079,chr10:84193966-84199380
M00080,chr10:84193966-84199380
M00081,chr10:84193966-84199380
M00082,chr10:84193966-84199380
M00086,chr10:84193966-84199380
M00087,chr10:84193966-84199380
M00088,chr10:84193966-84199380
M00141,chr10:84193966-84199380
M00261,chr10:84193966-84199380
M00271,chr10:84193966-84199380
M00448,chr10:84193966-84199380
M00616,chr10:84193966-84199380
M00639,chr10:84193966-84199380
M00679,chr10:84193966-84199380
M00731,chr10:84193966-84199380
M00751,chr10:84193966-84199380
M00769,chr10:84193966-84199380
M00771,chr10:84193966-84199380
M00805,chr10:84193966-84199380
M00971,chr10:84193966-84199380
M00975,chr10:84193966-84199380
M00977,chr10:84193966-84199380
M00978,chr10:84193966-84199380
M00984,chr10:84193966-84199380
M01014,chr10:84193966-84199380
M01022,chr10:84193966-84199380
M01037,chr10:84193966-84199380
M01079,chr10:84193966-84199380
M01080,chr10:84193966-84199380
M01169,chr10:84193966-84199380
M01208,chr10:84193966-84199380
M01231,chr10:84193966-84199380
M01262,chr10:84193966-84199380
M01348,chr10:84193966-84199380
M01596,chr10:84193966-84199380
M01657,chr10:84193966-84199380
M01658,chr10:84193966-84199380
M01704,chr10:84193966-84199380
M01752,chr10:84193966-84199380
M01809,chr10:84193966-84199380
M01856,chr10:84193966-84199380
M01871,chr10:84193966-84199380
M01892,chr10:84193966-84199380
M01985,chr10:84193966-84199380
M02002,chr10:84193966-84199380
M02019,chr10:84193966-84199380
M02038,chr10:84193966-84199380
M02062,chr10:84193966-84199380
M02073,chr10:84193966-84199380
M02084,chr10:84193966-84199380
M02267,chr10:84193966-84199380
M02371,chr10:84193966-84199380
M02774,chr10:84193966-84199380
M02789,chr10:84193966-84199380
M02835,chr10:84193966-84199380
M02878,chr10:84193966-84199380
M02893,chr10:84193966-84199380
M02939,chr10:84193966-84199380
M03155,chr10:84193966-84199380
M03560,chr10:84193966-84199380
M03794,chr10:84193966-84199380
M03829,chr10:84193966-84199380
M03857,chr10:84193966-84199380
M03888,chr10:84193966-84199380
M03905,chr10:84193966-84199380
M03930,chr10:84193966-84199380
M03955,chr10:84193966-84199380
M03964,chr10:84193966-84199380
M03975,chr10:84193966-84199380
M03976,chr10:84193966-84199380
M03988,chr10:84193966-84199380
M03989,chr10:84193966-84199380
M04003,chr10:84193966-84199380
M04056,chr10:84193966-84199380
M04099,chr10:84193966-84199380
M04100,chr10:84193966-84199380
M04106,chr10:84193966-84199380
M04107,chr10:84193966-84199380
M04108,chr10:84193966-84199380
M04431,chr10:84193966-84199380
M04432,chr10:84193966-84199380
M04630,chr10:84193966-84199380
M04633,chr10:84193966-84199380
M04729,chr10:84193966-84199380
M04924,chr10:84193966-84199380
M05489,chr10:84193966-84199380
M05603,chr10:84193966-84199380
M05713,chr10:84193966-84199380
M05714,chr10:84193966-84199380
M05946,chr10:84193966-84199380
M05962,chr10:84193966-84199380
M06019,chr10:84193966-84199380
M06021,chr10:84193966-84199380
M06042,chr10:84193966-84199380
M06043,chr10:84193966-84199380
M06044,chr10:84193966-84199380
M06048,chr10:84193966-84199380
M06049,chr10:84193966-84199380
M06051,chr10:84193966-84199380
M06084,chr10:84193966-84199380
M06946,chr10:84193966-84199380
M06950,chr10:84193966-84199380
M07046,chr10:84193966-84199380
M07088,chr10:84193966-84199380
M07089,chr10:84193966-84199380
M07124,chr10:84193966-84199380
M07128,chr10:84193966-84199380
M07207,chr10:84193966-84199380
M07242,chr10:84193966-84199380
M07260,chr10:84193966-84199380
M07276,chr10:84193966-84199380
M07284,chr10:84193966-84199380
M07292,chr10:84193966-84199380
M07305,chr10:84193966-84199380
M07344,chr10:84193966-84199380
M07345,chr10:84193966-84199380
M07351,chr10:84193966-84199380
M07357,chr10:84193966-84199380
M07382,chr10:84193966-84199380
M07411,chr10:84193966-84199380
M07433,chr10:84193966-84199380
M07604,chr10:84193966-84199380
M07605,chr10:84193966-84199380
M07968,chr10:84193966-84199380
M07969,chr10:84193966-84199380
M08008,chr10:84193966-84199380
M08281,chr10:84193966-84199380
